id,maHV,name,phone,dob,gender,idNumber,address,queQuan,ngayCapCCCD,noiCapCCCD,classId,licence,feePlanId,promotionId,totalFee,profileComplete,responsibleStaffId,branchId,createdAt,docs_cccd,docs_gksk,docs_donDeNghi,docs_the3x4,notes
hv-600,HV600,Đát Kỷ III,076 175 509,31/12/1997,Nam,0790975964743,"347/30 Phan Xích Long, Q.1, TP.HCM",Bình Dương,21/08/2019,Cục CS QLHC về TTXH,cls-2025-10-02-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,25/09/2025 15:08:32,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-601,HV601,Văn Mai Hương III,059 734 241,06/09/1993,Nam,0790938518338,"146/17 Pasteur, Q.Bình Tân, TP.HCM",Phú Yên,20/01/2023,Cục CS QLHC về TTXH,cls-2025-10-02-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,08/10/2025 13:36:06,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-602,HV602,Hồ Quỳnh Hương III,070 251 366,26/05/2006,Nam,0791062018282,"248/18 Nguyễn Trãi, Q.12, TP.HCM",Phú Yên,11/07/2022,Cục CS QLHC về TTXH,cls-2025-10-02-1,A,fee-a,promo-none,1995000,true,u-1,br-1,07/10/2025 09:48:02,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-603,HV603,Hyun Bin III,086 500 791,03/09/2003,Nam,0791037694598,"264/17 Bạch Đằng, Q.2, TP.HCM",Đồng Tháp,15/11/2022,Cục CS QLHC về TTXH,cls-2025-10-02-1,A,fee-a,promo-none,1995000,true,u-2,br-1,15/09/2025 08:59:09,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-604,HV604,Ed Sheeran III,077 222 402,26/07/1990,Nam,0790903277380,"217/21 Nguyễn Hữu Cảnh, Q.Tân Bình, TP.HCM",Nghệ An,03/03/2020,Cục CS QLHC về TTXH,cls-2025-10-02-1,A,fee-a,promo-none,1995000,true,u-1,br-1,15/10/2025 17:33:26,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-605,HV605,Càn Long III,076 710 828,23/12/2001,Nam,0791017651133,"92/28 Phan Xích Long, Q.Phú Nhuận, TP.HCM",Bến Tre,24/07/2024,Cục CS QLHC về TTXH,cls-2025-10-02-1,A,fee-a,promo-none,1995000,true,u-1,br-1,03/10/2025 12:48:01,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-606,HV606,Tôn Quyền III,033 177 334,31/05/1997,Nam,0790975795025,"4/21 Nguyễn Văn Trỗi, Q.Tân Bình, TP.HCM",Cà Mau,03/05/2019,Cục CS QLHC về TTXH,cls-2025-10-02-1,A1,fee-a1,promo-link,365000,true,u-1,br-1,15/09/2025 09:59:56,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-607,HV607,Eden Hazard III,035 721 842,30/01/2001,Nam,0791019315066,"209/28 Trường Sa, Q.12, TP.HCM",Thái Bình,05/03/2019,Cục CS QLHC về TTXH,cls-2025-10-02-1,A1,fee-a1,promo-link,365000,false,u-1,br-1,15/10/2025 08:27:39,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-608,HV608,Hồ Văn Cường III,094 445 124,17/07/1996,Nam,0790967623436,"134/20 Lê Văn Sỹ, Q.2, TP.HCM",Đồng Tháp,13/04/2020,Cục CS QLHC về TTXH,cls-2025-10-02-1,A,fee-a,promo-summer,1845000,true,u-2,br-1,19/09/2025 11:31:51,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-609,HV609,Bảo Anh III,081 101 801,25/05/1988,Nam,0790889031853,"366/22 Lý Thường Kiệt, Q.10, TP.HCM",Quảng Nam,07/10/2021,Cục CS QLHC về TTXH,cls-2025-10-02-1,A,fee-a,promo-none,1995000,true,u-1,br-1,21/10/2025 11:36:12,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-610,HV610,Lương Triều Vỹ III,096 904 811,02/08/1999,Nam,0790991469773,"25/15 Xô Viết Nghệ Tĩnh, Q.10, TP.HCM",Tây Ninh,27/08/2022,Cục CS QLHC về TTXH,cls-2025-10-02-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,20/09/2025 09:24:58,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-611,HV611,Park Hang-seo III,070 362 641,16/08/2005,Nam,0791053733478,"171/11 Điện Biên Phủ, Q.Tân Bình, TP.HCM",Nam Định,06/04/2023,Cục CS QLHC về TTXH,cls-2025-10-03-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,21/09/2025 08:13:00,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-612,HV612,Hari Won III,089 720 293,04/12/2006,Nam,0791067342406,"215/27 Lê Văn Sỹ, Q.1, TP.HCM",Bà Rịa - Vũng Tàu,07/02/2020,Cục CS QLHC về TTXH,cls-2025-10-03-1,A,fee-a,promo-sgnv,1695000,true,u-2,br-1,13/09/2025 17:06:12,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-613,HV613,Đỗ Hà III,036 637 761,15/09/1994,Nam,0790943556701,"197/2 Trần Hưng Đạo, Q.7, TP.HCM",Cà Mau,02/07/2018,Cục CS QLHC về TTXH,cls-2025-10-03-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,12/10/2025 10:39:17,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-614,HV614,AMEE III,078 845 724,13/07/1997,Nam,0790978355100,"276/14 Nguyễn Văn Linh, Q.Tân Phú, TP.HCM",Vĩnh Long,01/06/2020,Cục CS QLHC về TTXH,cls-2025-10-03-1,A1,fee-a1,promo-link,365000,false,u-1,br-1,02/10/2025 11:12:27,false,false,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-615,HV615,Mạnh Trường III,078 520 406,22/01/1996,Nam,0790965353120,"275/11 Pasteur, Q.5, TP.HCM",Khánh Hòa,28/06/2020,Cục CS QLHC về TTXH,cls-2025-10-03-1,A,fee-a,promo-summer,1845000,true,u-2,br-1,13/10/2025 10:26:52,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-616,HV616,Trọng Hoàng III,084 264 391,31/05/1994,Nam,0790945435168,"72/28 Cách Mạng Tháng 8, Q.5, TP.HCM",Nghệ An,18/01/2019,Cục CS QLHC về TTXH,cls-2025-10-03-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,13/09/2025 11:26:45,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-617,HV617,Lee Min-ho III,076 949 917,05/05/1989,Nam,0790894216630,"78/21 Trần Não, Q.8, TP.HCM",Quảng Ngãi,18/01/2018,Cục CS QLHC về TTXH,cls-2025-10-03-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,16/09/2025 13:28:43,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-618,HV618,RM III,089 434 874,07/07/2000,Nam,0791007107662,"254/3 Trần Não, Q.3, TP.HCM",Bến Tre,25/08/2022,Cục CS QLHC về TTXH,cls-2025-10-03-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,12/10/2025 12:14:40,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-619,HV619,Phan Mạnh Quỳnh III,077 718 639,21/12/2003,Nam,0791036870972,"223/19 Nguyễn Trãi, Q.7, TP.HCM",Bình Dương,13/08/2023,Cục CS QLHC về TTXH,cls-2025-10-03-1,A,fee-a,promo-none,1995000,true,u-2,br-1,20/09/2025 08:53:30,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-620,HV620,Bruno Mars III,086 687 395,24/02/1993,Nam,0790937912390,"57/8 Lê Duẩn, Q.7, TP.HCM",Sóc Trăng,18/03/2022,Cục CS QLHC về TTXH,cls-2025-10-03-1,A,fee-a,promo-none,1995000,true,u-1,br-1,25/09/2025 13:27:08,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-621,HV621,Lý Liên Kiệt III,091 855 717,26/05/2002,Nam,0791024320564,"327/24 Đồng Khởi, Q.8, TP.HCM",Bạc Liêu,27/11/2019,Cục CS QLHC về TTXH,cls-2025-10-03-1,A1,fee-a1,promo-link,365000,true,u-1,br-1,11/09/2025 14:46:19,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-622,HV622,Hoài Linh III,088 765 991,06/03/1990,Nam,0790904855918,"351/29 Nguyễn Văn Linh, Q.1, TP.HCM",Sóc Trăng,09/07/2021,Cục CS QLHC về TTXH,cls-2025-10-04-1,A,fee-a,promo-summer,1845000,false,u-2,br-1,19/10/2025 17:43:24,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-623,HV623,Post Malone III,085 770 151,16/10/1989,Nam,0790897578649,"139/24 Võ Văn Tần, Q.Bình Tân, TP.HCM",Thanh Hóa,10/02/2023,Cục CS QLHC về TTXH,cls-2025-10-04-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,29/09/2025 11:15:29,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-624,HV624,Hồng Duy III,079 916 935,27/10/1989,Nam,0790897756232,"302/1 Bạch Đằng, Q.Bình Tân, TP.HCM",Quảng Nam,14/04/2024,Cục CS QLHC về TTXH,cls-2025-10-04-1,A,fee-a,promo-none,1995000,true,u-1,br-1,16/10/2025 17:43:55,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-625,HV625,Ưng Hoàng Phúc III,091 906 540,04/12/1995,Nam,0790957141010,"125/11 Trường Sa, Q.1, TP.HCM",Hải Phòng,08/11/2019,Cục CS QLHC về TTXH,cls-2025-10-04-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,13/10/2025 11:14:24,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-626,HV626,Rhymastic III,035 530 806,29/10/2004,Nam,0791044234425,"149/16 Xô Viết Nghệ Tĩnh, Q.4, TP.HCM",Huế,26/03/2021,Cục CS QLHC về TTXH,cls-2025-10-04-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,29/09/2025 17:26:47,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-627,HV627,Cristiano Ronaldo III,085 396 672,21/12/1998,Nam,0790986781385,"359/25 Trường Sa, Q.5, TP.HCM",Long An,06/08/2021,Cục CS QLHC về TTXH,cls-2025-10-04-1,A,fee-a,promo-none,1995000,true,u-2,br-1,24/09/2025 12:02:55,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-628,HV628,Diệp Lâm Anh III,039 317 360,19/07/2003,Nam,0791034240631,"317/24 Nguyễn Trãi, Q.Thủ Đức, TP.HCM",Cà Mau,28/01/2021,Cục CS QLHC về TTXH,cls-2025-10-04-1,A1,fee-a1,promo-summer,415000,false,u-2,br-1,25/09/2025 10:43:17,true,false,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-629,HV629,Trương Ngọc Ánh III,032 497 987,15/01/1990,Nam,0790907698808,"260/3 Bạch Đằng, Q.5, TP.HCM",Nghệ An,04/01/2019,Cục CS QLHC về TTXH,cls-2025-10-04-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,29/09/2025 11:33:43,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-630,HV630,Jimin III,036 884 985,06/02/1997,Nam,0790974866077,"333/13 Cộng Hòa, Q.Tân Bình, TP.HCM",Hà Tĩnh,15/02/2023,Cục CS QLHC về TTXH,cls-2025-10-05-1,A,fee-a,promo-none,1995000,true,u-1,br-1,19/09/2025 14:18:43,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-631,HV631,Lê Phương III,097 542 229,07/08/2002,Nam,0791021101380,"97/22 Nguyễn Hữu Cảnh, Q.Thủ Đức, TP.HCM",Hà Tĩnh,25/04/2019,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,28/09/2025 11:55:07,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-632,HV632,Jisoo III,083 520 380,28/06/1991,Nam,0790911141671,"136/23 Nguyễn Thị Minh Khai, Q.8, TP.HCM",Đồng Nai,28/02/2024,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,30/09/2025 14:42:43,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-633,HV633,Triệu Tử Long III,089 586 291,17/10/1997,Nam,0790971194148,"230/10 Nguyễn Văn Trỗi, Q.Phú Nhuận, TP.HCM",Hải Phòng,10/11/2023,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,01/10/2025 16:52:09,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-634,HV634,Song Hye-kyo III,094 252 489,25/07/1995,Nam,0790957963803,"175/28 Nguyễn Hữu Cảnh, Q.Tân Bình, TP.HCM",Nghệ An,16/11/2024,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-summer,415000,true,u-2,br-1,23/09/2025 11:42:52,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-635,HV635,Quang Hà III,058 926 633,16/12/1999,Nam,0790993142776,"326/7 Lê Lai, H.Bình Chánh, TP.HCM",Khánh Hòa,20/07/2023,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,17/09/2025 13:59:49,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-636,HV636,Bằng Kiều III,086 330 334,21/05/2004,Nam,0791044038119,"120/24 Cách Mạng Tháng 8, Q.10, TP.HCM",Vĩnh Long,21/04/2021,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-summer,415000,true,u-1,br-1,18/10/2025 12:37:08,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-637,HV637,Jack III,079 721 981,10/06/1993,Nam,0790938525573,"67/8 Võ Văn Tần, Q.8, TP.HCM",Bạc Liêu,28/03/2020,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-summer,415000,true,u-1,br-1,11/10/2025 15:55:35,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-638,HV638,Rihanna III,035 685 766,26/11/1993,Nam,0790934449477,"244/1 Điện Biên Phủ, Q.10, TP.HCM",Nam Định,17/10/2019,Cục CS QLHC về TTXH,cls-2025-10-05-1,A,fee-a,promo-none,1995000,true,u-2,br-1,14/10/2025 16:48:22,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-639,HV639,Bảo Trâm III,081 417 155,21/01/1994,Nam,0790944076349,"294/26 Trần Não, H.Bình Chánh, TP.HCM",Quảng Nam,28/03/2019,Cục CS QLHC về TTXH,cls-2025-10-05-1,A,fee-a,promo-sgnv,1695000,false,u-2,br-1,10/09/2025 11:30:34,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-640,HV640,Kylian Mbappé III,056 148 400,17/03/1996,Nam,0790961610627,"193/20 Lý Thường Kiệt, Q.5, TP.HCM",Vĩnh Long,25/02/2021,Cục CS QLHC về TTXH,cls-2025-10-05-1,A,fee-a,promo-none,1995000,true,u-1,br-1,01/10/2025 11:07:12,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-641,HV641,Tần Thủy Hoàng III,076 218 500,05/02/2008,Nam,0791084118641,"110/26 Điện Biên Phủ, Q.8, TP.HCM",Quảng Bình,03/01/2024,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,18/09/2025 16:54:54,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-642,HV642,Lương Xuân Trường III,088 266 362,23/11/1996,Nam,0790967266592,"209/21 Đồng Khởi, Q.7, TP.HCM",Thanh Hóa,23/07/2023,Cục CS QLHC về TTXH,cls-2025-10-05-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,09/09/2025 15:01:25,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-643,HV643,Quyền Linh III,038 277 609,02/08/1994,Nam,0790941584262,"197/3 Điện Biên Phủ, H.Bình Chánh, TP.HCM",Đồng Tháp,25/04/2022,Cục CS QLHC về TTXH,cls-2025-10-05-1,A,fee-a,promo-none,1995000,true,u-2,br-1,25/09/2025 16:10:25,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-644,HV644,Củng Lợi III,035 394 449,26/05/1991,Nam,0790916675209,"341/5 Nguyễn Trãi, Q.Thủ Đức, TP.HCM",Hà Tĩnh,06/04/2018,Cục CS QLHC về TTXH,cls-2025-10-06-1,A,fee-a,promo-sgnv,1695000,true,u-1,br-1,02/10/2025 10:04:56,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-645,HV645,Erik III,070 135 236,17/07/1991,Nam,0790913609214,"122/19 Lê Lai, Q.8, TP.HCM",Nghệ An,20/10/2024,Cục CS QLHC về TTXH,cls-2025-10-06-1,A,fee-a,promo-none,1995000,true,u-2,br-1,03/10/2025 13:33:40,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-646,HV646,Na Tra III,085 104 259,26/05/1997,Nam,0790975542966,"274/19 Phan Xích Long, Q.Thủ Đức, TP.HCM",An Giang,14/01/2023,Cục CS QLHC về TTXH,cls-2025-10-06-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,02/10/2025 08:16:23,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-647,HV647,Thanh Hương III,058 727 819,22/09/1989,Nam,0790892894120,"277/30 Nguyễn Trãi, Q.4, TP.HCM",Hà Nội,17/06/2021,Cục CS QLHC về TTXH,cls-2025-10-06-1,A,fee-a,promo-summer,1845000,false,u-2,br-1,14/09/2025 10:42:37,true,true,false,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-648,HV648,Trọng Tấn III,059 633 922,09/07/1993,Nam,0790938195790,"314/20 Đồng Khởi, Q.Gò Vấp, TP.HCM",Quảng Nam,20/12/2018,Cục CS QLHC về TTXH,cls-2025-10-06-1,A,fee-a,promo-none,1995000,false,u-1,br-1,07/10/2025 13:09:51,true,true,true,false,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Tay lái còn run khi vào cua hẹp."
hv-649,HV649,Lionel Messi III,032 429 795,13/04/2005,Nam,0791054331813,"250/14 Lê Lợi, Q.5, TP.HCM",Bình Dương,05/02/2018,Cục CS QLHC về TTXH,cls-2025-10-06-1,A,fee-a,promo-none,1995000,true,u-2,br-1,07/10/2025 14:36:17,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-650,HV650,Châu Bùi III,038 914 172,20/04/2008,Nam,0791081082323,"60/15 Pasteur, Q.12, TP.HCM",Quảng Ngãi,19/05/2023,Cục CS QLHC về TTXH,cls-2025-10-01-2,A,fee-a,promo-summer,1845000,false,u-4,br-2,09/10/2025 12:15:16,true,false,true,false,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-651,HV651,V (BTS) III,033 208 213,04/05/2005,Nam,0791056899252,"168/11 Pasteur, Q.Bình Thạnh, TP.HCM",Nam Định,05/02/2020,Cục CS QLHC về TTXH,cls-2025-10-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,18/09/2025 14:21:04,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-652,HV652,Lý Bạch III,089 984 935,07/02/2008,Nam,0791084958660,"38/21 Hoàng Văn Thụ, Q.Bình Tân, TP.HCM",Hà Nội,07/05/2018,Cục CS QLHC về TTXH,cls-2025-10-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,19/10/2025 08:50:19,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-653,HV653,Suga III,085 234 852,15/07/1993,Nam,0790939805271,"243/5 Điện Biên Phủ, Q.Phú Nhuận, TP.HCM",Bến Tre,15/05/2024,Cục CS QLHC về TTXH,cls-2025-10-01-2,A,fee-a,promo-none,1995000,true,u-4,br-2,18/10/2025 15:58:56,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-654,HV654,Phi Nhung III,079 588 192,04/07/2007,Nam,0791074392999,"277/14 Cách Mạng Tháng 8, Q.12, TP.HCM",Đà Nẵng,06/09/2021,Cục CS QLHC về TTXH,cls-2025-10-01-2,A1,fee-a1,promo-none,565000,false,u-3,br-2,15/09/2025 13:00:05,true,true,false,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-655,HV655,Trịnh Thăng Bình III,035 667 851,20/04/2004,Nam,0791044856216,"73/4 Pasteur, Q.1, TP.HCM",Huế,14/07/2019,Cục CS QLHC về TTXH,cls-2025-10-01-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,19/09/2025 08:28:25,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-656,HV656,Trang Nhung III,079 829 237,14/09/1998,Nam,0790987280574,"376/9 Lê Hồng Phong, Q.7, TP.HCM",Bạc Liêu,22/12/2021,Cục CS QLHC về TTXH,cls-2025-10-01-2,A1,fee-a1,promo-summer,415000,true,u-3,br-2,03/10/2025 12:32:34,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-657,HV657,Xuân Bắc III,090 518 949,03/05/2006,Nam,0791067592845,"74/21 Phạm Văn Đồng, Q.Gò Vấp, TP.HCM",Vĩnh Long,14/03/2021,Cục CS QLHC về TTXH,cls-2025-10-02-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,22/09/2025 15:28:37,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Lo lắng trước ngày thi — cần động viên."
hv-658,HV658,Hồng Diễm III,086 425 313,26/08/1988,Nam,0790888362074,"291/19 Phan Đăng Lưu, Q.7, TP.HCM",Quảng Nam,16/08/2019,Cục CS QLHC về TTXH,cls-2025-10-02-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,11/09/2025 16:58:08,true,true,true,true,"Đã đóng đợt 1. Còn lại 282,500đ. Cần luyện đề lý thuyết phần biển báo."
hv-659,HV659,Lê Hoàng III,090 925 428,31/01/2001,Nam,0791019168861,"282/19 Cách Mạng Tháng 8, Q.3, TP.HCM",Hà Nội,18/12/2021,Cục CS QLHC về TTXH,cls-2025-10-02-2,A,fee-a,promo-none,1995000,true,u-3,br-2,30/09/2025 08:46:41,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-660,HV660,Đăng Dương III,088 354 471,15/07/2001,Nam,0791012511942,"355/20 Nguyễn Huệ, Q.Phú Nhuận, TP.HCM",Vĩnh Long,09/06/2023,Cục CS QLHC về TTXH,cls-2025-10-02-2,A1,fee-a1,promo-summer,415000,true,u-4,br-2,28/09/2025 15:06:51,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-661,HV661,Quan Vũ III,056 262 412,08/11/1999,Nam,0790997664891,"342/13 Pasteur, Q.Bình Thạnh, TP.HCM",Khánh Hòa,20/04/2019,Cục CS QLHC về TTXH,cls-2025-10-02-2,A1,fee-a1,promo-summer,415000,false,u-3,br-2,26/09/2025 10:51:41,true,false,false,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-662,HV662,Bồ Tát Quan Âm III,056 456 989,16/02/1994,Nam,0790948046804,"298/7 Nguyễn Đình Chiểu, Q.12, TP.HCM",Phú Yên,14/08/2021,Cục CS QLHC về TTXH,cls-2025-10-02-2,A,fee-a,promo-none,1995000,true,u-4,br-2,22/09/2025 10:25:59,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-663,HV663,Soobin Hoàng Sơn III,036 613 370,02/03/2002,Nam,0791024123670,"169/21 Lê Hồng Phong, Q.Tân Phú, TP.HCM",Quảng Nam,13/07/2019,Cục CS QLHC về TTXH,cls-2025-10-02-2,A,fee-a,promo-link,1795000,true,u-4,br-2,19/09/2025 08:25:54,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
